airline,Airline_Name,month_year,polarity,overall_rating
UA,United Air Lines Inc.,1-6-2014,0.10176377116,4.01639344262
UA,United Air Lines Inc.,1-6-2015,0.0429501037884,3.0701754386
UA,United Air Lines Inc.,1-7-2014,0.0445752320124,3.14705882353
UA,United Air Lines Inc.,1-7-2015,0.0420290646546,2.53125
UA,United Air Lines Inc.,1-8-2014,0.0306247694059,2.84745762712
UA,United Air Lines Inc.,1-8-2015,-0.133333333333,1.0
UA,United Air Lines Inc.,1-9-2014,0.0354878159207,3.14
US,US Airways Inc.,1-1-2014,0.0672648983222,3.71428571429
US,US Airways Inc.,1-1-2015,0.0707658566181,1.72727272727
US,US Airways Inc.,1-10-2013,0.117748095945,4.125
US,US Airways Inc.,1-10-2014,0.109796356421,1.6
US,US Airways Inc.,1-11-2013,0.150583449324,5.23529411765
US,US Airways Inc.,1-11-2014,0.208109136234,4.33333333333
US,US Airways Inc.,1-12-2013,0.0506686401079,2.94117647059
US,US Airways Inc.,1-12-2014,0.162326617569,3.5
US,US Airways Inc.,1-2-2014,0.100680587931,3.4
US,US Airways Inc.,1-2-2015,0.092585968685,2.28571428571
US,US Airways Inc.,1-3-2014,0.127502754894,3.0
US,US Airways Inc.,1-3-2015,-0.0125897240005,1.66666666667
US,US Airways Inc.,1-4-2014,0.0183495053592,1.85714285714
US,US Airways Inc.,1-4-2015,0.077960294134,1.27272727273
US,US Airways Inc.,1-5-2013,0.077328296114,3.5
US,US Airways Inc.,1-5-2014,0.0270904529135,2.73333333333
US,US Airways Inc.,1-5-2015,-0.0063511042098,1.4
US,US Airways Inc.,1-6-2013,0.0904158700096,2.9
US,US Airways Inc.,1-6-2014,-0.0800131641342,1.17647058824
US,US Airways Inc.,1-6-2015,0.112237619152,3.5
US,US Airways Inc.,1-7-2013,0.0511981488297,2.68421052632
US,US Airways Inc.,1-7-2014,-0.0167432061918,1.75
US,US Airways Inc.,1-7-2015,0.0141091072558,3.0
US,US Airways Inc.,1-8-2013,0.0637591777436,3.5
US,US Airways Inc.,1-8-2014,0.0664844114981,2.61111111111
US,US Airways Inc.,1-9-2013,0.0505647401928,2.8
US,US Airways Inc.,1-9-2014,0.0425463326507,3.7619047619
VX,Virgin America,1-1-2010,0.446725589226,9.25
VX,Virgin America,1-1-2011,0.279310606061,5.6
VX,Virgin America,1-1-2012,0.125585016835,4.75
VX,Virgin America,1-1-2013,0.227373278237,7.6
VX,Virgin America,1-1-2014,0.122720132876,5.5
VX,Virgin America,1-1-2015,0.156112637363,6.0
VX,Virgin America,1-10-2009,0.210982142857,6.0
VX,Virgin America,1-10-2010,0.146527777778,9.0
VX,Virgin America,1-10-2011,0.132828920518,6.0
VX,Virgin America,1-10-2012,0.291666666667,9.0
VX,Virgin America,1-10-2013,0.400856331169,8.75
VX,Virgin America,1-10-2014,0.283803571429,8.33333333333
VX,Virgin America,1-11-2009,0.128800925926,4.66666666667
VX,Virgin America,1-11-2010,0.372491466866,9.33333333333
VX,Virgin America,1-11-2011,0.30078125,7.5
VX,Virgin America,1-11-2012,0.262870982553,7.6
VX,Virgin America,1-11-2013,0.22876984127,4.0
VX,Virgin America,1-11-2014,0.416455200501,10.0
VX,Virgin America,1-12-2009,0.263581349206,6.33333333333
VX,Virgin America,1-12-2011,0.239921536797,7.5
VX,Virgin America,1-12-2012,0.340335648148,10.0
VX,Virgin America,1-12-2013,0.0838459785828,4.0
VX,Virgin America,1-12-2014,0.17917027417,7.0
VX,Virgin America,1-2-2010,0.189166666667,10.0
VX,Virgin America,1-2-2011,0.387662037037,9.0
VX,Virgin America,1-2-2012,0.196153628118,7.0
VX,Virgin America,1-2-2013,0.250888047138,7.25
VX,Virgin America,1-2-2014,0.228013814617,6.2
VX,Virgin America,1-2-2015,0.2,0.0
VX,Virgin America,1-3-2010,0.28931372549,9.66666666667
VX,Virgin America,1-3-2011,0.3171875,10.0
